location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,month,year
Slovenia,SVN,5/31/22,2993530,1265548,1221722,655291,5,2022
Slovenia,SVN,6/30/22,2996395,1265789,1222187,657759,6,2022
Slovenia,SVN,7/5/22,2996643,1265802,1222225,657967,7,2022
South Africa,ZAF,1/31/22,29884699,19611652,16625575,594479,1,2022
South Africa,ZAF,2/23/22,31217929,20249900,17162477,966165,2,2022
South Africa,ZAF,3/31/22,33656772,20934382,17898249,2199299,3,2022
South Africa,ZAF,4/30/22,34864969,21298735,18339920,2727831,4,2022
South Africa,ZAF,5/31/22,36063285,21742087,18767585,3184611,5,2022
South Africa,ZAF,6/30/22,36823695,22028992,19058285,3460795,6,2022
South Africa,ZAF,7/30/22,37192985,22154824,19206569,3606263,7,2022
South Africa,ZAF,8/31/22,37456345,22256881,19320571,3683589,8,2022
South Africa,ZAF,9/30/22,37641904,22330558,19401052,3738814,9,2022
South Africa,ZAF,10/30/22,37796701,22394195,19466838,3789338,10,2022
South Africa,ZAF,11/30/22,37967080,22466615,19537503,3843724,11,2022
South Africa,ZAF,12/25/22,38050611,23970891,21038797,3877516,12,2022
South Korea,KOR,2/28/21,53465,41948,11723,2,2,2021
South Korea,KOR,3/31/21,953407,884446,41180,3,3,2021
South Korea,KOR,4/30/21,3707969,3293045,285959,6,4,2021
South Korea,KOR,5/31/21,8157320,5731333,2185321,15,5,2021
South Korea,KOR,6/30/21,19528530,15212009,5021096,50,6,2021
South Korea,KOR,7/31/21,25812578,19360593,7126005,174,7,2021
South Korea,KOR,8/31/21,44243068,29186953,15714263,1161,8,2021
South Korea,KOR,9/30/21,64012569,39209778,25627350,3139,9,2021
South Korea,KOR,10/31/21,78788341,40969846,38552271,94124,10,2021
South Korea,KOR,11/30/21,85680781,42357426,40890662,3256073,11,2021
South Korea,KOR,12/31/21,103955630,43958869,42319015,18487659,12,2021
South Korea,KOR,1/31/22,114604100,44365083,43732899,27305254,1,2022
South Korea,KOR,2/28/22,119359992,44540227,44061824,31553046,2,2022
South Korea,KOR,3/31/22,121046205,44621322,44166813,33050614,3,2022
South Korea,KOR,4/30/22,123381965,44689509,44217517,35266509,4,2022
South Korea,KOR,5/31/22,125600563,44708008,44252538,37430976,5,2022
South Korea,KOR,6/30/22,126028997,44717442,44289442,37812856,6,2022
South Korea,KOR,7/31/22,127318099,44730130,44306720,39071721,7,2022
South Korea,KOR,8/31/22,129020102,44744002,44318203,40748188,8,2022
South Korea,KOR,9/30/22,129350823,44750791,44328592,41061788,9,2022
South Korea,KOR,10/31/22,129509774,44756023,44337974,41206212,10,2022
South Korea,KOR,11/30/22,129625158,44762381,44344762,41308499,11,2022
South Korea,KOR,12/12/22,129647782,44764957,44347430,41325954,12,2022
Spain,ESP,10/28/21,71943760,38036436,37315511,962373,10,2021
Spain,ESP,11/30/21,76680144,38356928,37624032,5109834,11,2021
Spain,ESP,12/16/21,82518671,38607797,37777929,10507992,12,2021
Spain,ESP,1/31/22,90272896,40918884,38295449,21664977,1,2022
Spain,ESP,2/24/22,92491318,41059268,38973675,24031054,2,2022
Sri Lanka,LKA,12/31/21,33841264,15991500,13843044,4006720,12,2021
Sri Lanka,LKA,1/31/22,35764626,16647015,13917564,5200047,1,2022
Sri Lanka,LKA,2/25/22,38059562,16890323,14155661,7013578,2,2022
Sri Lanka,LKA,3/22/22,39102567,16995787,14387077,7719703,3,2022
Suriname,SUR,2/13/22,499912,265523,234389,43400,2,2022
Suriname,SUR,3/19/22,503936,267084,236852,47265,3,2022
Syria,SYR,6/28/22,4232490,2748571,1831005,28686,6,2022
Syria,SYR,8/23/22,4583601,2940095,2023735,48647,8,2022
Taiwan,TWN,12/31/21,34872136,18712858,16159278,158706,12,2021
Taiwan,TWN,1/28/22,41984449,19091332,17443080,5450037,1,2022
Taiwan,TWN,2/25/22,46814037,19330531,17908348,9575158,2,2022
Taiwan,TWN,3/31/22,49607595,19456216,18273476,11877903,3,2022
Taiwan,TWN,4/29/22,52430493,19737798,18634418,14058277,4,2022
Taiwan,TWN,5/31/22,55072565,20608998,19006359,15457208,5,2022
Taiwan,TWN,6/30/22,57970591,21178300,19423800,17368491,6,2022
Taiwan,TWN,7/29/22,59600890,21305125,19907129,18388636,7,2022
Taiwan,TWN,8/31/22,60757657,21522622,20108035,19127000,8,2022
Taiwan,TWN,9/30/22,61787492,21721462,20345491,19720539,9,2022
Taiwan,TWN,10/28/22,63106901,21773105,20472592,20861204,10,2022
Taiwan,TWN,11/30/22,63848597,21806429,20556008,21486160,11,2022
Taiwan,TWN,12/29/22,64721772,21829864,20627469,22264439,12,2022
Taiwan,TWN,2/23/23,66993502,21866812,20727293,24399397,2,2023
Taiwan,TWN,3/24/23,67577192,21877888,20756187,24943117,3,2023
Taiwan,TWN,4/27/23,67913330,21885289,20772207,25255834,4,2023
Thailand,THA,8/30/21,31771819,23401465,7780973,589381,8,2021
Thailand,THA,9/22/21,46023016,29501110,15899158,622748,9,2021
Thailand,THA,10/31/21,75389558,42247135,30743399,2399024,10,2021
Thailand,THA,11/29/21,92360417,47963180,41053644,3343593,11,2021
Thailand,THA,12/31/21,105160269,51410504,46319204,7430561,12,2021
Thailand,THA,1/31/22,116749385,52383190,48710749,15655446,1,2022
Thailand,THA,2/28/22,123840373,53615130,49685222,20540021,2,2022
Thailand,THA,3/31/22,129548423,55532928,50221968,23793527,3,2022
Thailand,THA,4/30/22,133262106,56124032,51207525,25930549,4,2022
Thailand,THA,5/31/22,137076747,56523875,52497704,28055168,5,2022
Thailand,THA,6/30/22,138987149,56712815,52898476,29375858,6,2022
Thailand,THA,7/31/22,140835370,56843259,53181052,30811059,7,2022
Thailand,THA,8/31/22,142028850,56946090,53379439,31703321,8,2022
Thailand,THA,9/30/22,142635014,57005497,53486086,32143431,9,2022
Trinidad and Tobago,TTO,11/30/21,1313024,688409,643682,24207,11,2021
Trinidad and Tobago,TTO,12/31/21,1408384,712256,668717,76184,12,2021
Trinidad and Tobago,TTO,1/30/22,1480585,733378,690137,110316,1,2022
Trinidad and Tobago,TTO,2/27/22,1524592,741408,702837,135494,2,2022
Trinidad and Tobago,TTO,3/30/22,1544257,746182,708940,145568,3,2022
Trinidad and Tobago,TTO,4/30/22,1552758,747508,711305,150732,4,2022
Trinidad and Tobago,TTO,5/28/22,1562696,749238,712503,158059,5,2022
Trinidad and Tobago,TTO,6/30/22,1573535,751247,714047,165709,6,2022
Trinidad and Tobago,TTO,7/31/22,1577355,752271,715515,167342,7,2022
Trinidad and Tobago,TTO,8/31/22,1579700,753078,716407,168246,8,2022
Trinidad and Tobago,TTO,9/21/22,1580898,753588,716898,168619,9,2022
Tunisia,TUN,10/30/21,9253797,5596309,4516636,71510,10,2021
Tunisia,TUN,11/30/21,10560342,6112326,5156641,425004,11,2021
Tunisia,TUN,12/31/21,12156566,6889208,5921997,856236,12,2021
Tunisia,TUN,1/31/22,12757250,7100854,6234262,1033173,1,2022
Tunisia,TUN,2/28/22,12993306,7160078,6331265,1141682,2,2022
Tunisia,TUN,3/10/22,13018888,7167040,6339503,1155398,3,2022
Tunisia,TUN,1/17/23,13242623,7217476,6398555,1255023,1,2023
Turkey,TUR,6/30/21,50608142,35091645,15217656,298841,6,2021
Turkey,TUR,7/31/21,73272667,41012715,27355633,4904319,7,2021
Turkey,TUR,8/31/21,94167554,48271065,37089601,8806888,8,2021
Turkey,TUR,9/28/21,108734111,53658331,44059772,11016008,9,2021
Turkey,TUR,10/31/21,116280951,55392343,48655853,12232755,10,2021
Turkey,TUR,11/30/21,120390651,56261687,50458355,13670609,11,2021
Turkey,TUR,12/31/21,131646005,56914268,51604894,23126843,12,2021
Turkey,TUR,1/31/22,141981790,57422636,52399906,32159248,1,2022
Turkey,TUR,2/28/22,145631632,57682903,52809698,35139031,2,2022
Turkey,TUR,3/31/22,146995383,57781315,52977660,36236408,3,2022
Turkey,TUR,4/30/22,147498664,57818874,53034655,36645135,4,2022
Turkey,TUR,5/31/22,147734958,57843685,53067556,36823717,5,2022
Turkey,TUR,6/30/22,147828801,57858728,53088281,36881792,6,2022
Turkey,TUR,7/31/22,150530369,57885216,53115583,39529570,7,2022
Turkey,TUR,8/31/22,152010807,57914125,53145838,40950844,8,2022
Turkey,TUR,9/30/22,152315295,57928376,53162154,41224765,9,2022
Turkey,TUR,10/29/22,152465212,57936171,53171054,41357987,10,2022
Turkey,TUR,11/1/22,152475057,57936783,53171790,41366484,11,2022
Ukraine,UKR,12/31/21,28457565,14713309,13755421,9515,12,2021
Ukraine,UKR,1/31/22,30366236,15347951,14665692,373273,1,2022
Ukraine,UKR,2/20/22,31497378,15680361,15142679,695018,2,2022
United Arab Emirates,ARE,7/20/21,16444844,7684876,6765065,1994903,7,2021
United Arab Emirates,ARE,9/30/21,20052399,9296797,8248434,2507168,9,2021
United Arab Emirates,ARE,10/30/21,21075235,9652930,8654010,2768295,10,2021
United Arab Emirates,ARE,11/25/21,21757061,9881456,8914179,2961426,11,2021
United Kingdom,GBR,9/30/21,94633524,48863490,44901832,868202,9,2021
United Kingdom,GBR,10/31/21,103814905,49987325,45712351,8115229,10,2021
United Kingdom,GBR,11/30/21,116001687,50994257,46399306,18608124,11,2021
United Kingdom,GBR,12/31/21,133312817,51786768,47434251,34091798,12,2021
United Kingdom,GBR,1/31/22,138143343,52360487,48440773,37342083,1,2022
United Kingdom,GBR,2/28/22,139884311,52634448,49014524,38235339,2,2022
United Kingdom,GBR,3/31/22,142226665,52803478,49440582,38824622,3,2022
United Kingdom,GBR,4/30/22,146177909,53230188,49756334,39293425,4,2022
United Kingdom,GBR,5/31/22,148549749,53486907,50003659,39750799,5,2022
United Kingdom,GBR,6/30/22,149760288,53614409,50189173,40000552,6,2022
United Kingdom,GBR,7/31/22,150693815,53723887,50526813,40219929,7,2022
United Kingdom,GBR,8/31/22,151206358,53800393,50727968,40361776,8,2022
United Kingdom,GBR,9/4/22,151248820,53806963,50745901,40373987,9,2022
United States,USA,2/28/21,88232689,56236747,30163870,11,2,2021
United States,USA,3/31/21,172494725,108836606,64852669,44,3,2021
United States,USA,4/30/21,263209607,153123692,115074274,137,4,2021
United States,USA,5/31/21,313997712,173638666,147117126,234,5,2021
United States,USA,6/30/21,339517243,183541437,163820348,316,6,2021
United States,USA,7/31/21,356038132,193250303,171307489,408,7,2021
United States,USA,8/31/21,380429513,206865219,181157998,1631373,8,2021
United States,USA,9/30/21,403204153,215414801,191115499,6373019,9,2021
United States,USA,10/31/21,432682634,222040977,197453679,23237588,10,2021
United States,USA,11/30/21,475161508,233810596,202533633,49162080,11,2021
United States,USA,12/31/21,521797692,244104717,210360591,77816104,12,2021
United States,USA,1/31/22,550509505,251400429,215215443,94321163,1,2022
United States,USA,2/28/22,561731241,254178133,218330536,99544630,2,2022
United States,USA,3/31/22,568312182,255767644,219898973,102856397,3,2022
United States,USA,4/30/22,581969320,257354554,221433810,113047649,4,2022
United States,USA,5/31/22,592549109,258666941,222623670,120684539,5,2022
United States,USA,6/30/22,600209859,260045532,223512235,125699267,6,2022
United States,USA,7/31/22,607987438,261697671,224439379,130324217,7,2022
United States,USA,8/31/22,613288488,262965429,225287976,133030484,8,2022
United States,USA,9/1/22,613387308,262996533,225309064,133062763,9,2022
Uruguay,URY,3/31/21,689623,637003,52620,24,3,2021
Uruguay,URY,4/30/21,1878719,1185903,692816,105,4,2021
Uruguay,URY,5/31/21,2854187,1818702,1035485,293,5,2021
Uruguay,URY,6/30/21,3961949,2279228,1682721,631,6,2021
Uruguay,URY,7/31/21,4828488,2581406,2247082,2304,7,2021
Uruguay,URY,8/31/21,5624575,2649272,2528176,447127,8,2021
Uruguay,URY,9/30/21,6305630,2705002,2591838,1008790,9,2021
Uruguay,URY,10/31/21,6670019,2731101,2643075,1295843,10,2021
Uruguay,URY,11/30/21,6817037,2750591,2668216,1398230,11,2021
Uruguay,URY,12/31/21,6988225,2764656,2684624,1538945,12,2021
Uruguay,URY,1/31/22,7451006,2898129,2701156,1851721,1,2022
Uruguay,URY,2/28/22,7653372,2962399,2743906,1947067,2,2022
Uruguay,URY,3/31/22,8066947,2981943,2852777,2232227,3,2022
Uruguay,URY,4/30/22,8192571,2990988,2870176,2331407,4,2022
Uruguay,URY,5/31/22,8428718,2998490,2882323,2547905,5,2022
Uruguay,URY,6/30/22,8701743,3004265,2894100,2803378,6,2022
Uruguay,URY,7/31/22,8735643,3005811,2896419,2833413,7,2022
Uruguay,URY,8/31/22,8752299,3007479,2898622,2846198,8,2022
Uruguay,URY,9/30/22,8763329,3008609,2900307,2854413,9,2022
Uruguay,URY,10/29/22,8768459,3009070,2900951,2858438,10,2022
Uruguay,URY,11/30/22,8773011,3009637,2901476,2861898,11,2022
Uruguay,URY,12/17/22,8778311,3010099,2901884,2866328,12,2022
Uruguay,URY,10/31/23,9036063,3010433,2903072,3122558,10,2023
Uruguay,URY,11/11/23,9036269,3010449,2903089,3122731,11,2023
Vietnam,VNM,2/28/22,194970502,79373871,77052498,38544133,2,2022
Vietnam,VNM,3/29/22,205882049,80034041,77907529,47940479,3,2022
Vietnam,VNM,4/30/22,214939202,81888081,78618038,54433083,4,2022
Vietnam,VNM,5/18/22,218140778,83444583,78699867,55996328,5,2022
Zimbabwe,ZWE,12/29/21,7238939,4112517,3121776,4646,12,2021
Zimbabwe,ZWE,1/31/22,7632514,4270759,3299624,62131,1,2022
Zimbabwe,ZWE,2/28/22,7890951,4362150,3396655,132146,2,2022
Zimbabwe,ZWE,3/31/22,9208822,5297081,3532708,379033,3,2022
Zimbabwe,ZWE,4/30/22,10153861,5866832,3672516,614513,4,2022
Zimbabwe,ZWE,5/31/22,11611952,6249146,4522237,840569,5,2022
Zimbabwe,ZWE,6/29/22,11798771,6299348,4605821,893602,6,2022
Zimbabwe,ZWE,7/31/22,12022698,6376117,4692440,954141,7,2022
Zimbabwe,ZWE,8/25/22,12133385,6407937,4722200,1003248,8,2022
Zimbabwe,ZWE,9/27/22,12201937,6431444,4744523,1025970,9,2022
Zimbabwe,ZWE,10/3/22,12216848,6435970,4748940,1031938,10,2022
