location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,month,year
Ireland,IRL,5/10/24,11148281,4112237,4065584,3211763,5,2024
Israel,ISR,7/31/21,11250465,5824222,5410826,15417,7,2021
Israel,ISR,8/31/21,13832387,6023694,5524541,2284152,8,2021
Israel,ISR,9/30/21,15258242,6154377,5678383,3425482,9,2021
Israel,ISR,10/31/21,16000006,6265573,5764104,3970329,10,2021
Israel,ISR,11/30/21,16264005,6360795,5805331,4097879,11,2021
Israel,ISR,12/31/21,16786452,6581194,5942734,4262524,12,2021
Israel,ISR,1/31/22,17929209,6702531,6107760,5118918,1,2022
Israel,ISR,2/28/22,18058771,6708246,6132399,5218126,2,2022
Israel,ISR,3/31/22,18111160,6710973,6138903,5261284,3,2022
Israel,ISR,4/30/22,18152943,6713255,6143094,5296594,4,2022
Israel,ISR,5/31/22,18173643,6715023,6146577,5312043,5,2022
Israel,ISR,6/30/22,18201212,6716959,6150031,5334222,6,2022
Israel,ISR,7/29/22,18220250,6718388,6153070,5348792,7,2022
Israel,ISR,8/31/22,18230723,6720241,6155323,5355159,8,2022
Israel,ISR,9/30/22,18251405,6720984,6156911,5373510,9,2022
Israel,ISR,10/31/22,18359731,6721382,6157500,5480849,10,2022
Israel,ISR,11/30/22,18519253,6721834,6158030,5639389,11,2022
Israel,ISR,12/31/22,18609154,6722195,6158460,5728499,12,2022
Israel,ISR,1/31/23,18637392,6722528,6158838,5756026,1,2023
Israel,ISR,2/28/23,18643855,6722867,6159225,5761763,2,2023
Israel,ISR,3/30/23,18647532,6723034,6159661,5764837,3,2023
Israel,ISR,4/28/23,18648876,6723101,6159795,5765980,4,2023
Israel,ISR,5/4/23,18649248,6723119,6159825,5766304,5,2023
Italy,ITA,9/30/21,85043025,45380153,41036087,112480,9,2021
Italy,ITA,10/31/21,90073352,46759208,43101932,1710878,10,2021
Italy,ITA,11/30/21,96739702,47361547,44054236,6825055,11,2021
Italy,ITA,12/31/21,111400252,48486482,44709912,19708182,12,2021
Italy,ITA,1/31/22,128454068,50293143,46071120,33597152,1,2022
Italy,ITA,2/28/22,134204348,50717107,47436768,37558573,2,2022
Italy,ITA,3/31/22,136007970,50816906,47780183,38919029,3,2022
Italy,ITA,4/30/22,136904313,50848686,47856416,39707378,4,2022
Italy,ITA,5/31/22,137891607,50868931,47884006,40646845,5,2022
Italy,ITA,6/30/22,138385623,50882174,47898746,41112951,6,2022
Italy,ITA,7/31/22,139715452,50896262,47910663,42416782,7,2022
Italy,ITA,8/31/22,140450197,50905884,47919696,43132876,8,2022
Italy,ITA,9/30/22,140896187,50913522,47926572,43564518,9,2022
Italy,ITA,10/31/22,142199651,50920014,47932044,44887691,10,2022
Italy,ITA,11/30/22,143322451,50925205,47936474,46145986,11,2022
Italy,ITA,12/31/22,144048328,50928933,47939988,47036385,12,2022
Italy,ITA,1/31/23,144439112,50932342,47942337,47511601,1,2023
Italy,ITA,2/28/23,144540116,50933948,47944159,47654754,2,2023
Italy,ITA,3/31/23,144579659,50935107,47945368,47714743,3,2023
Italy,ITA,4/30/23,144592112,50935703,47946019,47734659,4,2023
Italy,ITA,5/31/23,144601007,50936157,47946540,47749547,5,2023
Italy,ITA,6/30/23,144604658,50936361,47946863,47755376,6,2023
Italy,ITA,7/29/23,144605784,50936470,47946938,47757085,7,2023
Italy,ITA,8/31/23,144606652,50936620,47947008,47758273,8,2023
Italy,ITA,9/30/23,144607832,50936678,47947081,47760702,9,2023
Italy,ITA,10/31/23,144608324,50936703,47947093,47762727,10,2023
Italy,ITA,11/16/23,144608839,50936719,47947097,47765365,11,2023
Jamaica,JAM,12/26/21,1198938,709617,560475,3830,12,2021
Jamaica,JAM,1/31/22,1303898,745109,620024,20540,1,2022
Jamaica,JAM,2/28/22,1359844,767077,651707,28301,2,2022
Jamaica,JAM,3/31/22,1395909,781259,673839,33290,3,2022
Jamaica,JAM,4/27/22,1413247,789098,684982,36430,4,2022
Jamaica,JAM,5/30/22,1437876,800803,698448,40526,5,2022
Jamaica,JAM,6/30/22,1458169,813122,709895,42219,6,2022
Jamaica,JAM,7/26/22,1469784,820136,717947,43180,7,2022
Jamaica,JAM,8/31/22,1482408,827822,726317,44146,8,2022
Jamaica,JAM,9/30/22,1491497,833515,732564,44703,9,2022
Japan,JPN,12/31/21,201971478,101215832,99712082,1043564,12,2021
Japan,JPN,1/31/22,207982584,101569375,100048776,6364433,1,2022
Japan,JPN,2/28/22,231952516,101869746,100399388,29683382,2,2022
Japan,JPN,3/31/22,258633834,102659096,100740090,55234648,3,2022
Japan,JPN,4/30/22,273925876,103299431,101608799,69017646,4,2022
Japan,JPN,5/31/22,281316725,103624423,102091056,75601246,5,2022
Japan,JPN,6/30/22,285281251,103793685,102380665,79106901,6,2022
Japan,JPN,7/31/22,300315136,103969754,102540995,93804387,7,2022
Japan,JPN,8/31/22,317700754,104157082,102737362,110806310,8,2022
Japan,JPN,9/30/22,325473375,104251465,102890775,118331135,9,2022
Japan,JPN,10/31/22,333003925,104303725,102953265,125746935,10,2022
Japan,JPN,11/30/22,352044212,104423858,103011906,144608448,11,2022
Japan,JPN,12/31/22,373165262,104558118,103154352,165452792,12,2022
Japan,JPN,1/31/23,380179620,104638379,103262800,172278441,1,2023
Japan,JPN,2/28/23,382434720,104674377,103328682,174431661,2,2023
Japan,JPN,3/31/23,383419107,104695175,103367657,175356275,3,2023
Japan,JPN,4/30/23,383724199,104704532,103379476,175640191,4,2023
Japan,JPN,5/7/23,383747738,104705133,103380343,175662262,5,2023
Jordan,JOR,6/28/22,10007983,4805507,4538702,667902,6,2022
Kazakhstan,KAZ,2/28/22,20884314,9382851,8987392,2514071,2,2022
Kazakhstan,KAZ,3/3/22,20918681,9394344,9010266,2514071,3,2022
Kenya,KEN,1/31/22,12252574,6572987,5530890,148697,1,2022
Kenya,KEN,2/13/22,15236700,8054405,6958610,223685,2,2022
Kuwait,KWT,4/27/22,7969160,3419874,3294466,1254820,4,2022
Kuwait,KWT,11/2/22,8235679,3449971,3340204,1445504,11,2022
Kuwait,KWT,12/12/22,8254305,3454344,3342954,1457007,12,2022
Kuwait,KWT,2/14/23,8258569,3456298,3344805,1457466,2,2023
Kuwait,KWT,4/25/23,8259850,3456834,3345503,1457513,4,2023
Kuwait,KWT,5/30/23,8260414,3457089,3345802,1457523,5,2023
Latvia,LVA,1/31/21,24232,17443,6786,6,1,2021
Latvia,LVA,2/28/21,63949,46650,17298,6,2,2021
Latvia,LVA,3/31/21,142708,117866,24852,7,3,2021
Latvia,LVA,4/30/21,322082,266967,55477,7,4,2021
Latvia,LVA,5/31/21,764829,507786,276017,13,5,2021
Latvia,LVA,6/30/21,1120588,624007,550970,18,6,2021
Latvia,LVA,7/31/21,1321161,734750,682962,28,7,2021
Latvia,LVA,8/31/21,1476706,825750,760780,40,8,2021
Latvia,LVA,9/30/21,1637411,915246,855502,208,9,2021
Latvia,LVA,10/31/21,1959451,1161633,1014651,11254,10,2021
Latvia,LVA,11/30/21,2274281,1276683,1192108,73665,11,2021
Latvia,LVA,12/31/21,2555555,1314123,1262507,258489,12,2021
Latvia,LVA,1/31/22,2787898,1337073,1287889,447090,1,2022
Latvia,LVA,2/28/22,2853123,1341697,1298956,497603,2,2022
Latvia,LVA,3/31/22,2876028,1343869,1302582,515121,3,2022
Latvia,LVA,4/30/22,2885340,1344982,1304259,521855,4,2022
Latvia,LVA,5/31/22,2891168,1345611,1305194,526267,5,2022
Latvia,LVA,6/30/22,2894574,1346041,1305752,528756,6,2022
Latvia,LVA,7/11/22,2895716,1346184,1305976,529562,7,2022
Lebanon,LBN,12/31/21,4379487,2252750,1831322,295415,12,2021
Lebanon,LBN,1/31/22,4902087,2438034,2019153,444900,1,2022
Lebanon,LBN,2/28/22,5176128,2491955,2156594,527579,2,2022
Lebanon,LBN,3/31/22,5281651,2517433,2204062,560156,3,2022
Lebanon,LBN,4/25/22,5602400,2677312,2351269,573819,4,2022
Libya,LBY,2/28/22,3324621,2159157,1092052,73412,2,2022
Libya,LBY,3/24/22,3415834,2201314,1125758,89762,3,2022
Lithuania,LTU,2/28/21,240938,166519,74415,4,2,2021
Lithuania,LTU,3/31/21,522595,353432,169154,14,3,2021
Lithuania,LTU,4/30/21,990801,690017,300975,56,4,2021
Lithuania,LTU,5/31/21,1614087,1020088,611460,167,5,2021
Lithuania,LTU,6/30/21,2246380,1241859,1053140,298,6,2021
Lithuania,LTU,7/31/21,2583407,1415128,1249990,391,7,2021
Lithuania,LTU,8/31/21,3000693,1659947,1515373,1560,8,2021
Lithuania,LTU,9/30/21,3227101,1749247,1646403,28394,9,2021
Lithuania,LTU,10/31/21,3396649,1812249,1725782,85707,10,2021
Lithuania,LTU,11/30/21,3705161,1870631,1783128,303135,11,2021
Lithuania,LTU,12/31/21,4131857,1917809,1832177,652028,12,2021
Lithuania,LTU,1/31/22,4415194,1942427,1861435,885853,1,2022
Lithuania,LTU,2/28/22,4451314,1946324,1870213,909369,2,2022
Lithuania,LTU,3/31/22,4467757,1948774,1872800,920774,3,2022
Lithuania,LTU,4/30/22,4479117,1950641,1874569,928505,4,2022
Lithuania,LTU,5/31/22,4485605,1951802,1875928,932482,5,2022
Lithuania,LTU,6/30/22,4488966,1952412,1876677,934364,6,2022
Lithuania,LTU,7/29/22,4492943,1953362,1877210,936566,7,2022
Lithuania,LTU,8/31/22,4497824,1954493,1878151,938305,8,2022
Lithuania,LTU,9/30/22,4502541,1955338,1878828,939656,9,2022
Lithuania,LTU,10/29/22,4517438,1955792,1879307,941281,10,2022
Lithuania,LTU,11/30/22,4533451,1956189,1879669,942698,11,2022
Lithuania,LTU,12/30/22,4539926,1956439,1879896,943381,12,2022
Lithuania,LTU,1/31/23,4543249,1956696,1880074,943830,1,2023
Lithuania,LTU,2/28/23,4544489,1956895,1880217,944003,2,2023
Lithuania,LTU,3/31/23,4545370,1957045,1880386,944181,3,2023
Lithuania,LTU,4/28/23,4545774,1957125,1880487,944275,4,2023
Lithuania,LTU,5/31/23,4545970,1957157,1880535,944314,5,2023
Lithuania,LTU,6/30/23,4546061,1957171,1880555,944341,6,2023
Lithuania,LTU,7/28/23,4546097,1957179,1880555,944349,7,2023
Lithuania,LTU,8/31/23,4546171,1957180,1880556,944368,8,2023
Lithuania,LTU,9/30/23,4546398,1957184,1880558,944391,9,2023
Lithuania,LTU,10/31/23,4572542,1957543,1880739,946011,10,2023
Lithuania,LTU,11/30/23,4594229,1957962,1880957,947660,11,2023
Lithuania,LTU,12/29/23,4603092,1958150,1881066,948371,12,2023
Lithuania,LTU,1/31/24,4604387,1958226,1881090,948543,1,2024
Lithuania,LTU,2/29/24,4604621,1958244,1881095,948575,2,2024
Lithuania,LTU,3/29/24,4604673,1958258,1881097,948587,3,2024
Lithuania,LTU,4/30/24,4604733,1958270,1881101,948596,4,2024
Lithuania,LTU,5/24/24,4604778,1958284,1881102,948607,5,2024
Lithuania,LTU,6/20/24,4604799,1958291,1881104,948608,6,2024
Lithuania,LTU,7/31/24,4604839,1958299,1881106,948615,7,2024
Lithuania,LTU,8/14/24,4604865,1958300,1881106,948621,8,2024
Luxembourg,LUX,3/31/21,95691,73151,22539,1,3,2021
Luxembourg,LUX,4/13/21,141438,103569,37868,1,4,2021
Malaysia,MYS,9/30/21,44980438,24205810,20913918,263,9,2021
Malaysia,MYS,10/31/21,50707776,25740121,24830597,319864,10,2021
Malaysia,MYS,11/30/21,53723076,25924368,25501979,2488822,11,2021
Malaysia,MYS,12/31/21,57849311,26035991,25665445,6348428,12,2021
Malaysia,MYS,1/31/22,63729703,26093795,25746565,12094488,1,2022
Malaysia,MYS,2/28/22,67373064,27040479,25785007,14755992,2,2022
Malaysia,MYS,3/31/22,69056339,27546719,25838957,15883219,3,2022
Malaysia,MYS,4/30/22,70476629,27817495,26765989,16107196,4,2022
Malaysia,MYS,5/31/22,71157075,28040392,27114262,16217551,5,2022
Malaysia,MYS,6/30/22,71456729,28072473,27305877,16294327,6,2022
Malaysia,MYS,7/31/22,71888777,28089497,27470262,16546103,7,2022
Malaysia,MYS,8/31/22,72084230,28101447,27507474,16693295,8,2022
Malaysia,MYS,9/30/22,72161678,28109662,27520114,16750114,9,2022
Malaysia,MYS,10/31/22,72201112,28114370,27527531,16777454,10,2022
Malaysia,MYS,11/30/22,72289129,28118941,27532134,16856303,11,2022
Malaysia,MYS,12/31/22,72357376,28123089,27536577,16915959,12,2022
Malaysia,MYS,1/31/23,72536994,28127269,27540185,17087790,1,2023
Malaysia,MYS,2/28/23,72578908,28130239,27543144,17123775,2,2023
Malaysia,MYS,3/31/23,72599577,28132163,27545721,17139943,3,2023
Malaysia,MYS,4/30/23,72612445,28133229,27547421,17150045,4,2023
Malaysia,MYS,5/31/23,72624364,28135186,27548653,17158775,5,2023
Malaysia,MYS,6/29/23,72630155,28136057,27549258,17163090,6,2023
Malaysia,MYS,7/31/23,72634081,28136483,27549615,17166233,7,2023
Malaysia,MYS,8/31/23,72636593,28136700,27549798,17168345,8,2023
Malaysia,MYS,9/30/23,72639700,28136999,27550101,17170850,9,2023
Malaysia,MYS,10/31/23,72642953,28137178,27550347,17173678,10,2023
Malaysia,MYS,11/30/23,72644203,28137282,27550482,17174689,11,2023
Malaysia,MYS,12/31/23,72647030,28137594,27550625,17177061,12,2023
Malaysia,MYS,1/31/24,72650502,28137905,27550774,17180073,1,2024
Malaysia,MYS,2/29/24,72652774,28138008,27550873,17182143,2,2024
Malaysia,MYS,3/31/24,72654235,28138098,27550961,17183426,3,2024
Malaysia,MYS,4/30/24,72655149,28138157,27551014,17184228,4,2024
Malaysia,MYS,5/31/24,72655831,28138216,27551051,17184814,5,2024
Malaysia,MYS,6/30/24,72656316,28138273,27551087,17185206,6,2024
Malaysia,MYS,7/31/24,72657119,28138546,27551127,17185696,7,2024
Malaysia,MYS,8/14/24,72657288,28138569,27551144,17185825,8,2024
Maldives,MDV,11/28/21,769583,395672,363580,10331,11,2021
Maldives,MDV,12/29/21,790154,396779,367450,25925,12,2021
Maldives,MDV,1/31/22,843409,397642,369883,75884,1,2022
Maldives,MDV,2/28/22,902028,398214,371091,132723,2,2022
Maldives,MDV,3/10/22,911964,398315,371410,142239,3,2022
Mongolia,MNG,12/29/21,5337594,2265951,2163528,908115,12,2021
Mongolia,MNG,1/31/22,5446952,2269737,2170575,1006640,1,2022
Mongolia,MNG,2/26/22,5467728,2271548,2172909,1023271,2,2022
Mongolia,MNG,3/26/22,5478362,2272327,2174398,1031637,3,2022
Mongolia,MNG,4/29/22,5488768,2272965,2175617,1040186,4,2022
Montenegro,MNE,12/31/21,634517,283884,272853,77780,12,2021
Montenegro,MNE,1/31/22,654000,286972,277718,89310,1,2022
Montenegro,MNE,2/28/22,663335,288551,280116,94668,2,2022
Montenegro,MNE,3/31/22,668536,289760,281667,97109,3,2022
Montenegro,MNE,4/30/22,671868,290610,282651,98607,4,2022
Montenegro,MNE,5/31/22,673785,291150,283273,99362,5,2022
Montenegro,MNE,6/30/22,675154,291544,283697,99913,6,2022
Montenegro,MNE,7/31/22,677121,292127,284243,100751,7,2022
Montenegro,MNE,8/20/22,678798,292661,284747,101390,8,2022
Morocco,MAR,2/14/23,55379860,25018493,23519859,6878994,2,2023
Nepal,NPL,2/28/22,37125732,21575023,17490473,1147229,2,2022
Nepal,NPL,3/31/22,40068218,22018430,19085632,2219859,3,2022
Nepal,NPL,4/30/22,41843057,22261575,19586196,3340769,4,2022
Nepal,NPL,5/30/22,42916756,22381118,19831322,4087310,5,2022
Nepal,NPL,6/28/22,46113867,22995709,20267818,6300646,6,2022
Nepal,NPL,7/4/22,46888075,23433211,20359274,6552610,7,2022
Nepal,NPL,11/16/22,59705970,27357469,23749154,8599347,11,2022
New Zealand,NZL,5/31/21,652108,422645,229459,4,5,2021
New Zealand,NZL,6/30/21,1175942,719423,456506,13,6,2021
New Zealand,NZL,7/31/21,1925027,1179598,745408,21,7,2021
New Zealand,NZL,8/31/21,3516237,2299386,1216778,73,8,2021
New Zealand,NZL,9/30/21,5228055,3296645,1931189,221,9,2021
New Zealand,NZL,10/31/21,6874513,3706233,3166677,1603,10,2021
New Zealand,NZL,11/30/21,7583212,3890589,3624114,68509,11,2021
New Zealand,NZL,12/31/21,8185416,3971242,3856157,358017,12,2021
New Zealand,NZL,1/31/22,9461043,4171145,3926215,1363683,1,2022
New Zealand,NZL,2/28/22,10629827,4259791,3963535,2406501,2,2022
New Zealand,NZL,3/31/22,10961200,4283469,4056317,2621414,3,2022
New Zealand,NZL,4/30/22,11045367,4287352,4093194,2664821,4,2022
New Zealand,NZL,5/31/22,11086729,4289789,4103062,2693878,5,2022
New Zealand,NZL,6/30/22,11143277,4292020,4113610,2737647,6,2022
New Zealand,NZL,7/31/22,11478946,4294704,4126082,3058160,7,2022
New Zealand,NZL,8/31/22,11691837,4296241,4130282,3265314,8,2022
New Zealand,NZL,9/30/22,11774730,4297194,4132693,3344843,9,2022
New Zealand,NZL,10/31/22,11840640,4298070,4134908,3407662,10,2022
New Zealand,NZL,11/30/22,11904464,4298896,4136744,3468824,11,2022
New Zealand,NZL,12/31/22,11956243,4299798,4138492,3517953,12,2022
New Zealand,NZL,1/31/23,11977008,4300592,4139844,3536572,1,2023
New Zealand,NZL,2/28/23,11985781,4301013,4140458,3544310,2,2023
New Zealand,NZL,3/31/23,11999526,4301475,4142606,3555445,3,2023
New Zealand,NZL,4/18/23,12204860,4301888,4291717,3611255,4,2023
North Macedonia,MKD,9/30/21,1513785,786979,726625,181,9,2021
North Macedonia,MKD,10/29/21,1605913,804151,774464,27298,10,2021
North Macedonia,MKD,11/4/21,1624729,807528,778482,38719,11,2021
Norway,NOR,3/31/21,1008758,708985,299767,6,3,2021
Norway,NOR,4/30/21,1799649,1409228,390395,26,4,2021
Norway,NOR,5/31/21,2717176,1672890,1044144,142,5,2021
Norway,NOR,6/30/21,4256720,2679854,1576581,285,6,2021
Norway,NOR,7/31/21,5458642,3620971,1836850,821,7,2021
Norway,NOR,8/31/21,7002116,3887036,3113552,1528,8,2021
Norway,NOR,9/30/21,7880342,4184958,3675173,20211,9,2021
Norway,NOR,10/31/21,8075230,4219314,3758487,97429,10,2021
Norway,NOR,11/30/21,8709176,4252299,3846110,610767,11,2021
Norway,NOR,12/31/21,9789464,4292402,3929338,1567724,12,2021
Norway,NOR,1/31/22,11038767,4320429,3998023,2720315,1,2022
Norway,NOR,2/28/22,11266569,4332112,4023927,2910530,2,2022
Norway,NOR,3/31/22,11313458,4335221,4031165,2947072,3,2022
Norway,NOR,4/30/22,11337246,4337341,4035134,2964771,4,2022
Norway,NOR,5/31/22,11373203,4340241,4041248,2991714,5,2022
Norway,NOR,6/30/22,11416160,4343109,4048614,3024437,6,2022
Norway,NOR,7/31/22,11512091,4344160,4050768,3117163,7,2022
Norway,NOR,8/31/22,11745233,4345111,4052182,3347940,8,2022
Norway,NOR,9/30/22,11988926,4346076,4053456,3589394,9,2022
Norway,NOR,10/29/22,12104872,4346690,4054295,3703887,10,2022
Norway,NOR,11/13/22,12145560,4346995,4054726,3743839,11,2022
Pakistan,PAK,2/14/22,203227145,120645745,93542689,3695298,2,2022
Pakistan,PAK,3/10/22,219368557,128074138,101881176,4869245,3,2022
Pakistan,PAK,4/30/22,246181059,134313917,121757972,7065777,4,2022
Pakistan,PAK,5/31/22,249380176,135092327,123207371,8206345,5,2022
Pakistan,PAK,6/30/22,270168135,137108516,126718132,24048052,6,2022
Pakistan,PAK,7/30/22,285218897,138206755,129271041,35743464,7,2022
Pakistan,PAK,8/31/22,292563934,139109870,131116836,40777384,8,2022
Pakistan,PAK,9/9/22,293921139,139226303,131356214,41805681,9,2022
Palestine,PSE,6/28/22,3734270,2008544,1772479,331383,6,2022
Panama,PAN,3/11/22,7737902,3386244,2966931,1384727,3,2022
Panama,PAN,7/8/22,8415997,3485515,3119290,1811192,7,2022
Paraguay,PRY,1/13/23,9524376,3981399,3537084,2005893,1,2023
Peru,PER,10/31/21,35609181,19437565,15925029,246587,10,2021
Peru,PER,11/30/21,43074538,22949182,19094808,1030548,11,2021
Peru,PER,12/31/21,51093638,24839324,22085966,4168348,12,2021
Peru,PER,1/31/22,57709763,26075441,23460925,8173397,1,2022
Peru,PER,2/28/22,63533848,27963009,24839388,10731451,2,2022
Peru,PER,3/31/22,68321375,28863308,26304500,13153567,3,2022
Peru,PER,4/30/22,72873558,29264026,27126750,16482782,4,2022
Peru,PER,5/31/22,75673298,29434508,27474470,18764320,5,2022
Peru,PER,6/30/22,78137716,29568294,27725887,20843535,6,2022
Peru,PER,7/31/22,81072009,29712496,27963170,23396343,7,2022
Peru,PER,8/31/22,83347440,29832651,28155115,25359674,8,2022
Peru,PER,9/30/22,84602711,29898787,28263954,26439970,9,2022
Peru,PER,10/31/22,85289483,30012276,28307009,26970198,10,2022
Peru,PER,11/30/22,86163352,30150274,28376204,27636874,11,2022
Peru,PER,12/31/22,86772984,30239409,28445741,28087834,12,2022
Peru,PER,1/31/23,87379680,30305540,28501529,28572611,1,2023
Peru,PER,2/28/23,88047272,30365875,28552739,29128658,2,2023
Peru,PER,3/31/23,88699023,30422526,28599678,29676819,3,2023
Peru,PER,4/30/23,89343849,30489504,28650667,30203678,4,2023
Peru,PER,5/31/23,89727426,30500992,28664606,30561828,5,2023
Peru,PER,6/30/23,89964777,30506980,28673288,30784509,6,2023
Peru,PER,7/31/23,90138359,30513605,28681251,30943503,7,2023
Peru,PER,8/31/23,90345138,30522098,28689911,31133129,8,2023
Peru,PER,9/30/23,90825835,30538442,28699429,31587964,9,2023
Peru,PER,10/31/23,91063170,30549003,28704226,31809941,10,2023
Peru,PER,11/30/23,91377142,30562253,28709120,32105769,11,2023
Peru,PER,12/10/23,91412580,30563708,28709644,32139228,12,2023
Poland,POL,10/29/21,39031279,20232132,19950503,1033542,10,2021
Poland,POL,11/29/21,41675389,20829997,20418316,2836221,11,2021
Poland,POL,12/31/21,46987401,21673668,21046400,6865164,12,2021
Poland,POL,1/31/22,51658515,22320403,21747458,10267126,1,2022
Poland,POL,2/27/22,53324129,22519535,22188817,11316193,2,2022
Poland,POL,3/31/22,53939224,22589179,22350472,11715397,3,2022
Poland,POL,4/30/22,54267954,22670819,22449245,11925570,4,2022
Poland,POL,5/31/22,54508366,22722506,22499435,12095942,5,2022
Poland,POL,6/30/22,54600779,22735503,22515872,12162210,6,2022
Poland,POL,7/31/22,54980799,22749710,22527654,12519738,7,2022
Poland,POL,8/31/22,56172915,22770061,22546367,13678622,8,2022
Poland,POL,9/30/22,56820258,22786886,22561865,14298599,9,2022
Poland,POL,10/31/22,57401382,22805660,22579609,14853841,10,2022
Poland,POL,11/30/22,57658933,22828015,22601290,15081537,11,2022
Poland,POL,12/31/22,57786691,22850777,22623876,15184383,12,2022
Poland,POL,1/31/23,57881543,22867577,22638638,15260020,1,2023
Poland,POL,2/28/23,57912594,22870409,22641944,15285870,2,2023
Poland,POL,3/31/23,57959248,22873656,22645223,15327746,3,2023
Poland,POL,4/30/23,57984417,22875326,22647368,15349917,4,2023
Poland,POL,5/31/23,58008597,22876069,22648019,15372864,5,2023
Poland,POL,6/30/23,58018433,22876365,22648286,15382236,6,2023
Poland,POL,7/29/23,58023364,22876872,22648847,15386533,7,2023
Poland,POL,8/31/23,58024971,22877041,22648989,15387845,8,2023
Poland,POL,9/29/23,58027565,22877227,22649128,15390127,9,2023
Poland,POL,10/31/23,58030729,22877389,22649291,15392977,10,2023
Poland,POL,11/9/23,58032142,22877468,22649355,15394278,11,2023
Qatar,QAT,6/1/22,6890950,2632575,2632575,1625800,6,2022
Russia,RUS,9/30/21,90298423,48079685,42218738,725352,9,2021
Russia,RUS,10/31/21,104464268,55463950,47601622,1730473,10,2021
Russia,RUS,11/30/21,126818133,66738623,56681192,4422166,11,2021
Russia,RUS,12/29/21,146163749,73727458,66680739,7333620,12,2021
Russia,RUS,1/31/22,154374065,76585311,69815128,10107949,1,2022
Russia,RUS,2/16/22,159211213,78200456,71431686,11716875,2,2022
Russia,RUS,3/28/22,163513489,79920509,72808825,12923000,3,2022
Russia,RUS,4/30/22,166388061,80862100,73576259,14188439,4,2022
Russia,RUS,5/29/22,166830060,81031567,73682537,14354693,5,2022
Russia,RUS,6/22/22,168248674,81580140,74311072,14596199,6,2022
Russia,RUS,7/27/22,170307823,82246152,75041866,15258542,7,2022
Russia,RUS,8/31/22,174883953,83876503,76357386,16888858,8,2022
Russia,RUS,9/30/22,178107276,85094650,76879530,18371890,9,2022
Russia,RUS,10/13/22,179202586,85406305,77321901,18713174,10,2022
Russia,RUS,12/4/22,182741127,87295405,78192902,19491614,12,2022
Saint Lucia,LCA,7/8/22,121663,59661,54366,7636,7,2022
Saint Vincent and the Grenadines,VCT,2/24/22,67378,35207,29118,3053,2,2022
Saint Vincent and the Grenadines,VCT,3/24/22,69602,36033,30123,3446,3,2022
Saint Vincent and the Grenadines,VCT,4/7/22,69849,36127,30221,3501,4,2022
Saudi Arabia,SAU,11/30/21,47444801,24619259,22467509,358049,11,2021
Saudi Arabia,SAU,12/31/21,50894142,25017090,23180879,2696173,12,2021
Saudi Arabia,SAU,1/29/22,56707289,25517272,23656978,7533039,1,2022
Saudi Arabia,SAU,2/28/22,60953969,25960748,24199236,10793985,2,2022
Serbia,SRB,8/30/21,5882966,2923123,2804423,155420,8,2021
Serbia,SRB,9/30/21,6497670,3040293,2901882,555495,9,2021
Serbia,SRB,10/30/21,7104240,3153364,3002829,948047,10,2021
Serbia,SRB,11/30/21,7899611,3263835,3123638,1512129,11,2021
Serbia,SRB,12/9/21,8046012,3284917,3157418,1603661,12,2021
Serbia,SRB,1/31/22,8402695,3334002,3245307,1823386,1,2022
Serbia,SRB,2/24/22,8466632,3343225,3261760,1861647,2,2022
Serbia,SRB,3/22/22,8494958,3347209,3269374,1878375,3,2022
Serbia,SRB,5/26/22,8529217,3352714,3276619,1899884,5,2022
Serbia,SRB,6/2/22,8530748,3353072,3277059,1900617,6,2022
Singapore,SGP,9/30/21,9443754,4701443,4453064,243017,9,2021
Singapore,SGP,10/31/21,10250661,4775979,4565261,861469,10,2021
Singapore,SGP,11/30/21,10952522,4819175,4638039,1446497,11,2021
Singapore,SGP,12/31/21,11795254,4859718,4684521,2201705,12,2021
Singapore,SGP,1/31/22,13006440,5032131,4760772,3163279,1,2022
Singapore,SGP,2/28/22,13723906,5088356,4906263,3677884,2,2022
Singapore,SGP,3/31/22,14051423,5106544,4983046,3909356,3,2022
Singapore,SGP,4/30/22,14255908,5114832,5025061,4062481,4,2022
Singapore,SGP,5/31/22,14440562,5120411,5058703,4207048,5,2022
Singapore,SGP,6/30/22,14543219,5125650,5074890,4287524,6,2022
Singapore,SGP,7/31/22,14605033,5129507,5079904,4340053,7,2022
Singapore,SGP,8/31/22,14656154,5132485,5085102,4382847,8,2022
Singapore,SGP,9/30/22,14695667,5135008,5090265,4414621,9,2022
Singapore,SGP,10/25/22,14727569,5137637,5093804,4440289,10,2022
Slovenia,SVN,7/31/21,1701324,944279,838326,76,7,2021
Slovenia,SVN,8/31/21,1853253,1023511,930642,224,8,2021
Slovenia,SVN,9/30/21,2082047,1165681,1033986,22371,9,2021
Slovenia,SVN,10/31/21,2213583,1188881,1116448,49332,10,2021
Slovenia,SVN,11/30/21,2534369,1231850,1148021,297197,11,2021
Slovenia,SVN,12/31/21,2761948,1250439,1188990,467389,12,2021
Slovenia,SVN,1/31/22,2915311,1261016,1209801,590989,1,2022
Slovenia,SVN,2/28/22,2962788,1263808,1218037,628257,2,2022
Slovenia,SVN,3/31/22,2978361,1264639,1220050,641371,3,2022
Slovenia,SVN,4/30/22,2988402,1265131,1221095,650596,4,2022
