location,variant,year,num_sequences,num_sequences_total,perc_sequences
United Arab Emirates,B.1.160,2021,5,1046,0.478011472
United Arab Emirates,B.1.177,2021,7,1046,0.669216061
United Arab Emirates,B.1.221,2021,0,1046,0
United Arab Emirates,B.1.258,2021,2,1046,0.191204589
United Arab Emirates,B.1.367,2021,0,1046,0
United Arab Emirates,B.1.620,2021,0,1046,0
United Arab Emirates,Beta,2021,44,1046,4.206500956
United Arab Emirates,Delta,2021,22,1046,2.103250478
United Arab Emirates,Epsilon,2021,1,1046,0.095602294
United Arab Emirates,Eta,2021,4,1046,0.382409178
United Arab Emirates,Gamma,2021,0,1046,0
United Arab Emirates,Iota,2021,0,1046,0
United Arab Emirates,Kappa,2021,0,1046,0
United Arab Emirates,Lambda,2021,0,1046,0
United Arab Emirates,Mu,2021,0,1046,0
United Arab Emirates,Omicron,2021,0,1046,0
United Arab Emirates,S:677H.Robin1,2021,0,1046,0
United Arab Emirates,S:677P.Pelican,2021,0,1046,0
United Arab Emirates,non_who,2021,303,1046,28.96749522
United Arab Emirates,others,2021,288,1046,27.5334608
United Kingdom,Alpha,2021,251136,1445633,17.37204394
United Kingdom,B.1.1.277,2021,7,1445633,0.000484217
United Kingdom,B.1.1.302,2021,0,1445633,0
United Kingdom,B.1.1.519,2021,18,1445633,0.001245129
United Kingdom,B.1.160,2021,222,1445633,0.015356595
United Kingdom,B.1.177,2021,16510,1445633,1.14206026
United Kingdom,B.1.221,2021,65,1445633,0.0044963
United Kingdom,B.1.258,2021,387,1445633,0.02677028
United Kingdom,B.1.367,2021,2,1445633,0.000138348
United Kingdom,B.1.620,2021,22,1445633,0.001521825
United Kingdom,Beta,2021,922,1445633,0.06377829
United Kingdom,Delta,2021,1085690,1445633,75.10135698
United Kingdom,Epsilon,2021,22,1445633,0.001521825
United Kingdom,Eta,2021,425,1445633,0.029398886
United Kingdom,Gamma,2021,225,1445633,0.015564116
United Kingdom,Iota,2021,21,1445633,0.001452651
United Kingdom,Kappa,2021,452,1445633,0.03126658
United Kingdom,Lambda,2021,9,1445633,0.000622565
United Kingdom,Mu,2021,113,1445633,0.007816645
United Kingdom,Omicron,2021,64598,1445633,4.468492349
United Kingdom,S:677H.Robin1,2021,0,1445633,0
United Kingdom,S:677P.Pelican,2021,1,1445633,6.92E-05
United Kingdom,non_who,2021,21010,1445633,1.453342584
United Kingdom,others,2021,3776,1445633,0.261200457
United States,Alpha,2021,239788,2144111,11.18356279
United States,B.1.1.277,2021,0,2144111,0
United States,B.1.1.302,2021,0,2144111,0
United States,B.1.1.519,2021,13091,2144111,0.610556077
United States,B.1.160,2021,58,2144111,0.002705084
United States,B.1.177,2021,224,2144111,0.01044722
United States,B.1.221,2021,17,2144111,0.000792869
United States,B.1.258,2021,63,2144111,0.002938281
United States,B.1.367,2021,0,2144111,0
United States,B.1.620,2021,26,2144111,0.001212624
United States,Beta,2021,3105,2144111,0.144815264
United States,Delta,2021,1327434,2144111,61.91069399
United States,Epsilon,2021,61359,2144111,2.861745497
United States,Eta,2021,1209,2144111,0.056387006
United States,Gamma,2021,28733,2144111,1.340089202
United States,Iota,2021,41689,2144111,1.944348963
United States,Kappa,2021,333,2144111,0.015530912
United States,Lambda,2021,1254,2144111,0.058485778
United States,Mu,2021,6041,2144111,0.281748473
United States,Omicron,2021,28508,2144111,1.329595343
United States,S:677H.Robin1,2021,5466,2144111,0.254930831
United States,S:677P.Pelican,2021,4229,2144111,0.197237923
United States,non_who,2021,202329,2144111,9.43649839
United States,others,2021,179155,2144111,8.355677481
Uruguay,Alpha,2021,0,969,0
Uruguay,B.1.1.277,2021,0,969,0
Uruguay,B.1.1.302,2021,0,969,0
Uruguay,B.1.1.519,2021,0,969,0
Uruguay,B.1.160,2021,0,969,0
Uruguay,B.1.177,2021,10,969,1.031991744
Uruguay,B.1.221,2021,0,969,0
Uruguay,B.1.258,2021,0,969,0
Uruguay,B.1.367,2021,0,969,0
Uruguay,B.1.620,2021,0,969,0
Uruguay,Beta,2021,0,969,0
Uruguay,Delta,2021,0,969,0
Uruguay,Epsilon,2021,0,969,0
Uruguay,Eta,2021,0,969,0
Uruguay,Gamma,2021,174,969,17.95665635
Uruguay,Iota,2021,0,969,0
Uruguay,Kappa,2021,0,969,0
Uruguay,Lambda,2021,1,969,0.103199174
Uruguay,Mu,2021,0,969,0
Uruguay,Omicron,2021,0,969,0
Uruguay,S:677H.Robin1,2021,0,969,0
Uruguay,S:677P.Pelican,2021,0,969,0
Uruguay,non_who,2021,397,969,40.97007224
Uruguay,others,2021,387,969,39.9380805
Vietnam,Alpha,2021,11,1811,0.607399227
Vietnam,B.1.1.277,2021,0,1811,0
Vietnam,B.1.1.302,2021,0,1811,0
Vietnam,B.1.1.519,2021,0,1811,0
Vietnam,B.1.160,2021,0,1811,0
Vietnam,B.1.177,2021,1,1811,0.055218112
Vietnam,B.1.221,2021,0,1811,0
Vietnam,B.1.258,2021,0,1811,0
Vietnam,B.1.367,2021,0,1811,0
Vietnam,B.1.620,2021,0,1811,0
Vietnam,Beta,2021,0,1811,0
Vietnam,Delta,2021,1787,1811,98.67476532
Vietnam,Epsilon,2021,0,1811,0
Vietnam,Eta,2021,0,1811,0
Vietnam,Gamma,2021,0,1811,0
Vietnam,Iota,2021,0,1811,0
Vietnam,Kappa,2021,0,1811,0
Vietnam,Lambda,2021,0,1811,0
Vietnam,Mu,2021,0,1811,0
Vietnam,Omicron,2021,1,1811,0.055218112
Vietnam,S:677H.Robin1,2021,0,1811,0
Vietnam,S:677P.Pelican,2021,0,1811,0
Vietnam,non_who,2021,6,1811,0.331308669
Vietnam,others,2021,5,1811,0.276090558
Zambia,Alpha,2021,7,690,1.014492754
Zambia,B.1.1.277,2021,0,690,0
Zambia,B.1.1.302,2021,0,690,0
Zambia,B.1.1.519,2021,0,690,0
Zambia,B.1.160,2021,0,690,0
Zambia,B.1.177,2021,0,690,0
Zambia,B.1.221,2021,0,690,0
Zambia,B.1.258,2021,0,690,0
Zambia,B.1.367,2021,0,690,0
Zambia,B.1.620,2021,0,690,0
Zambia,Beta,2021,226,690,32.75362319
Zambia,Delta,2021,374,690,54.20289855
Zambia,Epsilon,2021,0,690,0
Zambia,Eta,2021,0,690,0
Zambia,Gamma,2021,0,690,0
Zambia,Iota,2021,0,690,0
Zambia,Kappa,2021,3,690,0.434782609
Zambia,Lambda,2021,0,690,0
Zambia,Mu,2021,0,690,0
Zambia,Omicron,2021,46,690,6.666666667
Zambia,S:677H.Robin1,2021,0,690,0
Zambia,S:677P.Pelican,2021,0,690,0
Zambia,non_who,2021,17,690,2.463768116
Zambia,others,2021,17,690,2.463768116
Zimbabwe,Alpha,2021,0,573,0
Zimbabwe,B.1.1.277,2021,0,573,0
Zimbabwe,B.1.1.302,2021,0,573,0
Zimbabwe,B.1.1.519,2021,0,573,0
Zimbabwe,B.1.160,2021,0,573,0
Zimbabwe,B.1.177,2021,0,573,0
Zimbabwe,B.1.221,2021,0,573,0
Zimbabwe,B.1.258,2021,0,573,0
Zimbabwe,B.1.367,2021,0,573,0
Zimbabwe,B.1.620,2021,0,573,0
Zimbabwe,Beta,2021,332,573,57.94066318
Zimbabwe,Delta,2021,147,573,25.65445026
Zimbabwe,Epsilon,2021,0,573,0
Zimbabwe,Eta,2021,0,573,0
Zimbabwe,Gamma,2021,0,573,0
Zimbabwe,Iota,2021,0,573,0
Zimbabwe,Kappa,2021,0,573,0
Zimbabwe,Lambda,2021,0,573,0
Zimbabwe,Mu,2021,0,573,0
Zimbabwe,Omicron,2021,0,573,0
Zimbabwe,S:677H.Robin1,2021,0,573,0
Zimbabwe,S:677P.Pelican,2021,0,573,0
Zimbabwe,non_who,2021,47,573,8.202443281
Zimbabwe,others,2021,47,573,8.202443281
